symbol,decision_ts_ms,date,era,block,decile,is_d9,btc_up,ret1,turnover_spike_168h,max_ret168,hold_h,n_settlements,long_gross,long_funding,short_path,long_net45,stratum
ALICEUSDT,1710086400000,2024-03-10,e2324,706,8,0,1,0.0018365472910928382,0.4534680305876598,0.09584513692162422,24.0,3,-0.013796172674677254,-0.002909,0.013796172674677254,-0.021205172674677256,1-0-2
ALICEUSDT,1710810000000,2024-03-19,e2324,707,7,0,1,-0.023567220139260825,0.9691373660157373,0.05530187721968538,24.0,3,-0.060760931289040365,-0.00030000000000000003,0.060760931289040365,-0.06556093128904036,0-1-1
ALICEUSDT,1718067600000,2024-06-11,e2324,710,8,0,1,0.0018856065367693908,0.18761906252383764,0.052014995313964585,24.0,3,-0.025575447570332477,-0.00030000000000000003,0.025575447570332477,-0.03037544757033248,1-0-0
ALICEUSDT,1718154000000,2024-06-12,e2324,710,9,1,1,0.0006548788474132206,0.35216624230999033,0.052014995313964585,24.0,3,-0.0045931758530184386,-0.00030000000000000003,0.0045931758530184386,-0.009393175853018437,1-0-0
ALICEUSDT,1718240400000,2024-06-13,e2324,710,7,0,1,-0.0013089005235602524,0.29275616670058147,0.05733333333333346,24.0,3,-0.009887936717204893,-0.00030000000000000003,0.009887936717204893,-0.014687936717204891,1-0-1
ALICEUSDT,1718326800000,2024-06-14,e2324,710,7,0,1,-0.0027008777852801646,0.8631436601466784,0.05733333333333346,24.0,3,-0.07390146471371506,-0.00030000000000000003,0.07390146471371506,-0.07870146471371506,1-1-1
ALICEUSDT,1718413200000,2024-06-15,e2324,710,7,0,1,-0.01142041399000715,0.4498903790516517,0.05733333333333346,24.0,3,0.011502516175413424,-0.00030000000000000003,-0.011502516175413424,0.006702516175413425,0-0-1
ALICEUSDT,1718499600000,2024-06-16,e2324,710,7,0,1,-0.005007153075822557,0.644580896946111,0.05733333333333346,24.0,3,-0.03553660270078185,-0.00030000000000000003,0.03553660270078185,-0.04033660270078185,0-1-1
ALICEUSDT,1718586000000,2024-06-17,e2324,710,7,0,0,0.0,0.6289405920510698,0.05733333333333346,24.0,3,-0.17464996315401615,-0.00030000000000000003,0.17464996315401615,-0.17944996315401615,1-1-1
ALICEUSDT,1720994400000,2024-07-14,e2324,711,8,0,0,0.07299270072992692,20.111539141250248,0.07299270072992692,24.0,3,0.048309178743961345,-0.00015291000000000003,-0.048309178743961345,0.04365626874396135,2-2-1
ALICEUSDT,1721080800000,2024-07-15,e2324,711,9,1,0,-0.004621072088724643,1.0404535431100774,0.07299270072992692,24.0,3,0.010138248847926468,-0.00030000000000000003,-0.010138248847926468,0.005338248847926468,0-1-1
ALICEUSDT,1721167200000,2024-07-16,e2324,711,9,1,0,0.007319304666056681,1.0946040246868165,0.07299270072992692,24.0,3,0.16149635036496335,-0.00030000000000000003,-0.16149635036496335,0.15669635036496335,2-1-1
ALICEUSDT,1733878800000,2024-12-11,e2324,716,7,0,1,-0.00928571428571423,0.6520041721306501,0.054263565891472965,24.0,3,0.1608856088560886,-0.00029169,-0.1608856088560886,0.1560939188560886,0-1-1
ALICEUSDT,1733972400000,2024-12-12,e2324,716,7,0,1,0.0324221233312143,0.4595765768780683,0.054263565891472965,24.0,3,-0.0055350553505534306,-0.00030000000000000003,0.0055350553505534306,-0.01033505535055343,2-0-1
ALICEUSDT,1761181200000,2025-10-23,e2526,728,9,1,0,-0.00444585582724677,0.36246136714970023,0.1186255794927733,24.0,3,0.020773410035155093,-0.00030000000000000003,-0.020773410035155093,0.01597341003515509,0-0-2
