side,entry_day,cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45,feature
short,1,pump_25_100,pooled,77,62,-216.4537697889931,-219.4436077922078,-480.8973775812007,-525.8973775812011,534.2692904443485,564.9515837837839,0.5584415584415584,pump_cell
short,1,pump_25_100,e2122,7,6,787.7732526391641,104.12925714285716,846.9025097820213,801.9025097820211,497.1766053990514,400.5670397408017,0.7142857142857143,pump_cell
short,1,pump_25_100,e2324,33,28,152.11626123228723,-92.78706666666666,14.329194565620487,-30.67080543437962,654.5233025690421,1819.9379415702986,0.5757575757575758,pump_cell
short,1,pump_25_100,e2526,37,29,-735.1672881862728,-393.6240378378379,-1173.7913260241103,-1218.7913260241107,962.5970799762832,398.98788630136966,0.5135135135135135,pump_cell
short,1,pump_25_100,pre2025,40,34,263.35623472849056,-58.326710000000006,160.02952472849063,115.02952472849051,544.5229755276844,1396.0499205999913,0.6,pump_cell
short,1,pump_25_100,post2025,37,29,-735.1672881862728,-393.6240378378379,-1173.7913260241103,-1218.7913260241107,950.4295283265496,398.98788630136966,0.5135135135135135,pump_cell
short,1,pump_gt100,pooled,9,8,535.9123850799746,-77.8294,413.08298507997466,368.0829850799746,562.3092027794479,48.57673058919743,0.5555555555555556,pump_cell
short,1,pump_gt100,e2122,0,,,,,,,,,pump_cell
short,1,pump_gt100,e2324,3,3,1978.4036712376922,-4.573600000000006,1928.8300712376924,1883.8300712376924,763.2040298503563,2707.71031354391,1.0,pump_cell
short,1,pump_gt100,e2526,6,5,-185.33325799888414,-114.45729999999999,-344.79055799888414,-389.7905579988842,538.6705018189472,-935.2717820865147,0.3333333333333333,pump_cell
short,1,pump_gt100,pre2025,3,3,1978.4036712376922,-4.573600000000006,1928.8300712376924,1883.8300712376924,776.7888344701885,2707.71031354391,1.0,pump_cell
short,1,pump_gt100,post2025,6,5,-185.33325799888414,-114.45729999999999,-344.79055799888414,-389.7905579988842,530.0815895672336,-935.2717820865147,0.3333333333333333,pump_cell
short,2,pump_le0,pooled,473,193,40.835845824736076,-29.182778435517978,-33.346932610781785,-78.34693261078188,305.6667461410773,621.7355623100304,0.6553911205073996,pump_cell
short,2,pump_le0,e2122,88,41,-139.5659251883344,-9.263734090909095,-193.82965927924357,-238.82965927924351,386.8980049703476,328.0856949302389,0.5909090909090909,pump_cell
short,2,pump_le0,e2324,177,81,294.48269175135306,-11.559212429378533,237.92347932197455,192.9234793219745,222.62368208782,472.73012266288947,0.632768361581921,pump_cell
short,2,pump_le0,e2526,208,71,-98.68403821305698,-52.60704326923077,-196.29108148228784,-241.29108148228798,650.8420719645628,855.3143689653697,0.7019230769230769,pump_cell
short,2,pump_le0,pre2025,265,122,150.34579254119265,-10.796940377358494,94.54885216383421,49.54885216383416,190.75842337992356,424.9254847925918,0.6188679245283019,pump_cell
