symbol,d0,era,week_block,side,entry_day,gross,funding,net45,net90,n_funding_events_hold,pump_cell,tdecay_cell,fund_cell,crowd_cell,btc_cell,pump01,tdecay,fund8h,btc30d
1MBABYDOGEUSDT,2024-09-17,e2324,105592,short,2,0.12804351580037995,-0.00140911,0.12213440580037996,0.11763440580037997,29,pump_0_25,tdec_ge70,fund_flat,crowd_24,btc_up,0.21382671093498984,0.7411266439750306,0.0001,0.06686683767668256
1MBABYDOGEUSDT,2024-09-17,e2324,105592,long,2,-0.12804351580037995,0.00140911,-0.13113440580037997,-0.13563440580037997,29,pump_0_25,tdec_ge70,fund_flat,crowd_24,btc_up,0.21382671093498984,0.7411266439750306,0.0001,0.06686683767668256
2ZUSDT,2025-10-03,e2526,105646,short,1,0.47877529629928245,0.00110025,0.47537554629928247,0.47087554629928247,35,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1688111513201983,0.31107923638173707,-0.00001772,0.10538365766348567
2ZUSDT,2025-10-03,e2526,105646,long,1,-0.47877529629928245,-0.00110025,-0.4843755462992825,-0.4888755462992825,35,pump_le0,tdec_30_70,fund_flat,crowd_ge5,btc_up,-0.1688111513201983,0.31107923638173707,-0.00001772,0.10538365766348567
2ZUSDT,2025-10-03,e2526,105646,short,2,0.4733293957107069,0.0008502500000000001,0.4696796457107069,0.4651796457107069,30,pump_le0,tdec_lt30,fund_flat,crowd_ge5,btc_up,-0.1688111513201983,0.2062297738791596,0.0001,0.11582345597202548
2ZUSDT,2025-10-03,e2526,105646,long,2,-0.4733293957107069,-0.0008502500000000001,-0.4786796457107069,-0.48317964571070693,30,pump_le0,tdec_lt30,fund_flat,crowd_ge5,btc_up,-0.1688111513201983,0.2062297738791596,0.0001,0.11582345597202548
42USDT,2025-10-28,e2526,105650,short,1,0.2994221411192214,0.00657462,0.30149676111922136,0.29699676111922135,36,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_down,-0.15983135300881568,0.561331781924352,0.00093102,-0.0373849852656859
42USDT,2025-10-28,e2526,105650,long,1,-0.2994221411192214,-0.00657462,-0.31049676111922137,-0.31499676111922137,36,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_down,-0.15983135300881568,0.561331781924352,0.00093102,-0.0373849852656859
42USDT,2025-10-28,e2526,105650,short,2,0.300167097068206,0.00315197,0.298819067068206,0.294319067068206,29,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_down,-0.15983135300881568,0.5818688931488047,0.0027009,-0.05022686439369484
42USDT,2025-10-28,e2526,105650,long,2,-0.300167097068206,-0.00315197,-0.307819067068206,-0.312319067068206,29,pump_le0,tdec_30_70,fund_pos,crowd_ge5,btc_down,-0.15983135300881568,0.5818688931488047,0.0027009,-0.05022686439369484
