side,entry_day,pump_cell,fund_cell,era,n_events,n_weeks,mean_gross_bp,mean_funding_bp,mean_net45_bp,mean_net90_bp,se_net45_bp_wk,median_net45_bp,win_rate_net45
long,2,pump_le0,fund_pos,pre2025,28,24,-1051.7699245091246,-89.18273928571429,-1185.9526637948386,-1230.9526637948388,260.70692505117614,-1264.9879176714123,0.21428571428571427
long,2,pump_le0,fund_pos,post2025,19,16,73.38123616671167,-88.69498421052631,-60.31374804381455,-105.31374804381463,583.5593232475431,-98.3232064947458,0.47368421052631576
short,1,pump_le0,fund_none,pooled,37,6,128.87503385085301,2.3756324324324325,86.25066628328543,41.25066628328544,212.2810750228375,65.73526793662145,0.5135135135135135
short,1,pump_le0,fund_none,e2122,0,,,,,,,,
short,1,pump_le0,fund_none,e2324,0,,,,,,,,
short,1,pump_le0,fund_none,e2526,37,6,128.87503385085301,2.3756324324324325,86.25066628328543,41.25066628328544,209.89011497600694,65.73526793662145,0.5135135135135135
short,1,pump_le0,fund_none,pre2025,0,,,,,,,,
short,1,pump_le0,fund_none,post2025,37,6,128.87503385085301,2.3756324324324325,86.25066628328543,41.25066628328544,207.0373969794375,65.73526793662145,0.5135135135135135
short,2,pump_le0,fund_none,pooled,35,6,204.9797027386386,2.4066742857142853,162.3863770243528,117.38637702435284,154.5062783414528,142.19747110540453,0.5714285714285714
short,2,pump_le0,fund_none,e2122,0,,,,,,,,
short,2,pump_le0,fund_none,e2324,0,,,,,,,,
short,2,pump_le0,fund_none,e2526,35,6,204.9797027386386,2.4066742857142853,162.3863770243528,117.38637702435284,154.58438190733375,142.19747110540453,0.5714285714285714
short,2,pump_le0,fund_none,pre2025,0,,,,,,,,
short,2,pump_le0,fund_none,post2025,35,6,204.9797027386386,2.4066742857142853,162.3863770243528,117.38637702435284,157.69204743933196,142.19747110540453,0.5714285714285714
long,1,pump_le0,fund_none,pooled,37,6,-128.87503385085301,-2.3756324324324325,-176.25066628328548,-221.2506662832854,208.5016465618075,-155.73526793662143,0.4594594594594595
long,1,pump_le0,fund_none,e2122,0,,,,,,,,
long,1,pump_le0,fund_none,e2324,0,,,,,,,,
long,1,pump_le0,fund_none,e2526,37,6,-128.87503385085301,-2.3756324324324325,-176.25066628328548,-221.2506662832854,206.03116301769208,-155.73526793662143,0.4594594594594595
long,1,pump_le0,fund_none,pre2025,0,,,,,,,,
long,1,pump_le0,fund_none,post2025,37,6,-128.87503385085301,-2.3756324324324325,-176.25066628328548,-221.2506662832854,207.69913071716397,-155.73526793662143,0.4594594594594595
